,frame_count,channel,x,y,w,h,br_x,br_y,mean,max,min
463,232,1,385,356,10,36,395,392,10.199074074074074,169,0
464,233,1,385,356,10,36,395,392,3.936111111111111,31,0
465,233,1,385,356,10,36,395,392,3.936111111111111,31,0
466,234,1,385,356,10,36,395,392,14.362962962962962,199,0
467,234,1,385,356,10,36,395,392,14.362962962962962,199,0
468,235,1,385,356,10,36,395,392,18.13425925925926,215,0
469,235,1,385,356,10,36,395,392,18.13425925925926,215,0
470,236,1,385,356,10,36,395,392,7.732407407407408,138,0
471,236,1,385,356,10,36,395,392,7.732407407407408,138,0
472,237,1,385,356,10,36,395,392,5.069444444444445,47,0
473,237,1,385,356,10,36,395,392,5.069444444444445,47,0
474,238,1,385,356,10,36,395,392,5.442592592592592,40,0
475,238,1,385,356,10,36,395,392,5.442592592592592,40,0
476,239,1,385,356,10,36,395,392,6.535185185185185,48,0
477,239,1,385,356,10,36,395,392,6.535185185185185,48,0
478,240,1,385,356,10,36,395,392,15.052777777777777,237,0
479,240,1,385,356,10,36,395,392,15.052777777777777,237,0
480,241,1,385,356,10,36,395,392,13.322222222222223,224,0
481,241,1,385,356,10,36,395,392,13.322222222222223,224,0
482,242,1,385,356,10,36,395,392,4.572222222222222,65,0
483,242,1,385,356,10,36,395,392,4.572222222222222,65,0
484,243,1,385,356,10,36,395,392,4.529629629629629,57,0
485,243,1,385,356,10,36,395,392,4.529629629629629,57,0
486,244,1,385,356,10,36,395,392,0.0,0,0
487,244,1,385,356,10,36,395,392,0.0,0,0
488,245,1,385,356,10,36,395,392,10.751851851851852,101,0
489,245,1,385,356,10,36,395,392,10.751851851851852,101,0
490,246,1,385,356,10,36,395,392,7.75,91,0
491,246,1,385,356,10,36,395,392,7.75,91,0
492,247,1,385,356,10,36,395,392,4.242592592592593,52,0
493,247,1,385,356,10,36,395,392,4.242592592592593,52,0
494,248,1,385,356,10,36,395,392,5.525925925925926,44,0
495,248,1,385,356,10,36,395,392,5.525925925925926,44,0
496,249,1,385,356,10,36,395,392,15.185185185185185,238,0
497,249,1,385,356,10,36,395,392,15.185185185185185,238,0
498,250,1,385,356,10,36,395,392,11.187037037037037,156,0
499,250,1,385,356,10,36,395,392,11.187037037037037,156,0
500,251,1,385,356,10,36,395,392,4.8277777777777775,35,0
501,251,1,385,356,10,36,395,392,4.8277777777777775,35,0
502,252,1,385,356,10,36,395,392,10.737037037037037,132,0
503,252,1,385,356,10,36,395,392,10.737037037037037,132,0
504,253,1,385,356,10,36,395,392,11.116666666666667,122,0
505,253,1,385,356,10,36,395,392,11.116666666666667,122,0
506,254,1,385,356,10,36,395,392,7.618518518518519,146,0
507,254,1,385,356,10,36,395,392,7.618518518518519,146,0
508,255,1,385,356,10,36,395,392,5.303703703703704,82,0
509,255,1,385,356,10,36,395,392,5.303703703703704,82,0
510,256,1,385,356,10,36,395,392,0.0,0,0
511,256,1,385,356,10,36,395,392,0.0,0,0
512,257,1,385,356,10,36,395,392,9.337037037037037,197,0
513,257,1,385,356,10,36,395,392,9.337037037037037,197,0
514,258,1,385,356,10,36,395,392,9.722222222222221,180,0
515,258,1,385,356,10,36,395,392,9.722222222222221,180,0
516,259,1,385,356,10,36,395,392,4.455555555555556,45,0
517,259,1,385,356,10,36,395,392,4.455555555555556,45,0
518,260,1,385,356,10,36,395,392,13.933333333333334,231,0
519,260,1,385,356,10,36,395,392,13.933333333333334,231,0
520,261,1,385,356,10,36,395,392,10.593518518518518,194,0
521,261,1,385,356,10,36,395,392,10.593518518518518,194,0
522,262,1,385,356,10,36,395,392,5.395370370370371,34,0
523,262,1,385,356,10,36,395,392,5.395370370370371,34,0
524,263,1,385,356,10,36,395,392,5.15,37,0
525,263,1,385,356,10,36,395,392,5.15,37,0
526,264,1,385,356,10,36,395,392,6.575925925925926,38,0
527,264,1,385,356,10,36,395,392,6.575925925925926,38,0
528,265,1,385,356,10,36,395,392,6.006481481481481,38,0
529,265,1,385,356,10,36,395,392,6.006481481481481,38,0
530,266,1,385,356,10,36,395,392,17.69814814814815,235,0
531,266,1,385,356,10,36,395,392,17.69814814814815,235,0
532,267,1,385,356,10,36,395,392,14.208333333333334,215,0
533,267,1,385,356,10,36,395,392,14.208333333333334,215,0
534,268,1,385,356,10,36,395,392,2.3814814814814813,22,0
535,268,1,385,356,10,36,395,392,2.3814814814814813,22,0
536,269,1,385,356,10,36,395,392,2.783333333333333,15,0
537,269,1,385,356,10,36,395,392,2.783333333333333,15,0
538,270,1,385,356,10,36,395,392,7.033333333333333,54,0
539,270,1,385,356,10,36,395,392,7.033333333333333,54,0
540,271,1,385,356,10,36,395,392,4.559259259259259,32,0
541,271,1,385,356,10,36,395,392,4.559259259259259,32,0
542,272,1,385,356,10,36,395,392,5.438888888888889,40,0
543,272,1,385,356,10,36,395,392,5.438888888888889,40,0
544,273,1,385,356,10,36,395,392,10.290740740740741,157,0
545,273,1,385,356,10,36,395,392,10.290740740740741,157,0
546,274,1,385,356,10,36,395,392,17.119444444444444,249,0
547,274,1,385,356,10,36,395,392,17.119444444444444,249,0
548,275,1,385,356,10,36,395,392,2.751851851851852,23,0
549,275,1,385,356,10,36,395,392,2.751851851851852,23,0
550,276,1,385,356,10,36,395,392,6.377777777777778,12,0
551,276,1,385,356,10,36,395,392,6.377777777777778,12,0
552,277,1,385,356,10,36,395,392,5.549074074074074,37,0
553,277,1,385,356,10,36,395,392,5.549074074074074,37,0
554,278,1,385,356,10,36,395,392,9.233333333333333,178,0
555,278,1,385,356,10,36,395,392,9.233333333333333,178,0
556,279,1,385,356,10,36,395,392,7.992592592592593,141,0
557,279,1,385,356,10,36,395,392,7.992592592592593,141,0
558,280,1,385,356,10,36,395,392,6.896296296296296,42,0
559,280,1,385,356,10,36,395,392,6.896296296296296,42,0
560,281,1,385,356,10,36,395,392,5.059259259259259,30,0
561,281,1,385,356,10,36,395,392,5.059259259259259,30,0
562,282,1,385,356,10,36,395,392,3.474074074074074,24,0
563,282,1,385,356,10,36,395,392,3.474074074074074,24,0
564,283,1,385,356,10,36,395,392,13.775925925925925,255,0
565,283,1,385,356,10,36,395,392,13.775925925925925,255,0
566,284,1,385,356,10,36,395,392,13.424074074074074,255,0
567,284,1,385,356,10,36,395,392,13.424074074074074,255,0
568,285,1,385,356,10,36,395,392,3.4,72,0
569,285,1,385,356,10,36,395,392,3.4,72,0
